name,lifecycle_policy,image_count,total_size_bytes,total_size_mb,total_size_gb,total_size_tb,tags
alltrails-rails,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",8013,15358713333458,14647210.439165115,14303.916444497183,13.96866840282928,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
mugen,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",8829,1165861439970,1111852.111787796,1085.7930779177696,1.0603448026540718,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
dsr-internal,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",483,233751041147,222922.36437511444,217.6976214600727,0.21259533345710224,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
explore-service,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",1176,182675443435,174212.8786420822,170.1297642989084,0.16614234794815275,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
at-weather-service,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",677,181423661005,173019.0858888626,168.9639510633424,0.1650038584602953,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
bq-maintenance-pipelines,null,272,170087104364,162207.7029838562,158.40595994517207,0.1546933202589571,[]
at-geo-service,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",759,133327192928,127150.71957397461,124.17062458395958,0.12126037557027303,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
identity-service,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",563,117940590924,112476.91242599487,109.84073479101062,0.1072663425693463,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
belay,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",870,116484400585,111088.18109989166,108.48455185536295,0.10594194517125288,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
gpt-plugin,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",273,105748697068,100849.81638717651,98.48614881560206,0.09617787970273639,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
at-dem-service,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",269,102465427542,97718.64656639099,95.4283657874912,0.09319176346434688,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
photo-quality-score,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",29,95862618535,91421.71720027924,89.27902070339769,0.08718654365566181,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
braze-service,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",332,84992403064,81055.07189178467,79.15534364432096,0.07730014027765719,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
monolith-nginx,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",820,65327746375,62301.393866539,60.841204947791994,0.05941523920682812,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
at-gha-base,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",51,57551016600,54884.926414489746,53.59856095165014,0.05234234467934584,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
blazes,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",234,52923099913,50471.401131629944,49.28847766760737,0.04813327897227282,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
dataform-scheduler,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",107,47803671405,45589.133648872375,44.52063832897693,0.04347718586814153,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
photo-similarity,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",20,39744735738,37903.533685684204,37.01516961492598,0.03614762657707615,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
osm-daylight-athena-to-bigquery,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",92,33773378350,32208.803510665894,31.45390967838466,0.03071670867029752,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
lambda-photo-labeling,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",77,21855060914,20842.610277175903,20.354111598804593,0.01987706210820761,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
appsflyer-to-bigquery,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",51,21173838687,20192.946135520935,19.719673960469663,0.019257494102021155,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
analytics-anomaly-detection,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",40,20860648655,19894.264845848083,19.42799301352352,0.01897264942726906,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
lambda-amplitude-kinesis-integrations,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",64,20633740730,19677.868585586548,19.216668540611863,0.018766277871691273,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
at-auth-token-service,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",173,20170059719,19235.667914390564,18.784831947647035,0.018344562448874058,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
osm-bigquery-to-mapbox,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",20,18004813132,17170.727855682373,16.768288921564817,0.016375282149965642,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
github-to-bigquery,null,36,14987525190,14293.217840194702,13.958220547065139,0.0136310747529933,[]
applyzer,null,32,13984927424,13337.066101074219,13.024478614330292,0.012719217396806926,[]
codeclimate-to-bigquery,null,33,13739292299,13102.81019115448,12.795713077299297,0.012495813552050095,[]
geppetto,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",30,12596889359,12013.32984828949,11.731767429970205,0.011456804130830278,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
at-notifications,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",74,9653353302,9206.155111312866,8.990385850891471,0.008779673682511202,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
data_repo_template,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",40,8596776830,8198.525266647339,8.006372330710292,0.00781872297920927,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
polylines-to-bigquery-python,null,16,8125418550,7749.002981185913,7.567385723814368,0.007390025120912469,[]
osm-to-mapbox-and-bigquery,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",3,4807592725,4584.877705574036,4.477419634349644,0.004372480111669574,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
video-recorder-service,null,6,4494927488,4286.6968994140625,4.186227440834045,0.0040881127351894975,[]
rag-reviews,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",12,3774941391,3600.0646505355835,3.5156881352886558,0.003433289194617828,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
polylines-to-bigquery,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",19,3247984610,3097.5195026397705,3.024921389296651,0.0029540247942350106,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
braze-api-exports,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",10,2797936732,2668.320400238037,2.605781640857458,0.0025447086336498614,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
rails-base,null,6,2550072259,2431.9384183883667,2.3749398617073894,0.0023192772086986224,[]
atlantis-terragrunt,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",15,2530918654,2413.6721172332764,2.3571016769856215,0.002301857106431271,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
semrush-api,"[{""rulePriority"": 1, ""description"": ""limit to 8k images"", ""selection"": {""tagStatus"": ""any"", ""countType"": ""imageCountMoreThan"", ""countNumber"": 8000}, ""action"": {""type"": ""expire""}}]",10,2350362112,2241.47998046875,2.1889452934265137,0.0021376418881118298,"[{""Key"": ""VantaDescription"", ""Value"": ""ecr_repos""}, {""Key"": ""Terraform"", ""Value"": ""True""}, {""Key"": ""VantaOwner"", ""Value"": ""DevOps""}, {""Key"": ""VantaNonProd"", ""Value"": ""true""}, {""Key"": ""Environment"", ""Value"": ""alpha""}, {""Key"": ""TerraformDir"", ""Value"": ""alpha/us-west-2/ecr_repos""}, {""Key"": ""TerraformRepo"", ""Value"": ""terraform-infra""}]"
github/super-linter/super-linter,null,1,2327600386,2219.7727069854736,2.1677467841655016,0.0021169402189116227,[]
